corpus,doc_id,sent_id,eg_id,index,text,text_w_pairs,seq_label,pair_label,context,num_sents
altlex,altlex_dev.tsv,270,0,altlex_altlex_dev.tsv_270_0,Homeostatic myelin repair processes contribute to the development of proteinaceous deposits such as beta-amyloid and tau .,<ARG1>Homeostatic myelin repair processes contribute to the development of proteinaceous deposits such as beta-amyloid</ARG1> and <ARG0>tau .</ARG0>,0,0,,1
altlex,altlex_dev.tsv,271,0,altlex_altlex_dev.tsv_271_0,"These microtubules act like tracks , guiding nutrients and molecules from the body of the cell to the ends of the axon and back .","<ARG1>These microtubules act like tracks , guiding nutrients and molecules from the body of the cell to the ends of the axon</ARG1> and <ARG0>back .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,272,0,altlex_altlex_dev.tsv_272_0,"The National Institute of Neurological and Communicative Disorders and Stroke ( NINCDS ) and the Alzheimer 's Disease and Related Disorders Association ( ADRDA , now known as the Alzheimer 's Association ) established the most commonly used NINCDS-ADRDA Alzheimer 's Criteria for diagnosis in 1984 , extensively updated in 2007 .","<ARG1>The National Institute of Neurological and Communicative Disorders and Stroke ( NINCDS )</ARG1> and <ARG0>the Alzheimer 's Disease and Related Disorders Association ( ADRDA , now known as the Alzheimer 's Association ) established the most commonly used NINCDS-ADRDA Alzheimer 's Criteria for diagnosis in 1984 , extensively updated in 2007 .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,273,0,altlex_altlex_dev.tsv_273_0,"It is common to perform thyroid function tests , assess B12 , rule out syphilis , rule out metabolic problems ( including tests for kidney function , electrolyte levels and for diabetes ) , assess levels of heavy metals ( e.g.","<ARG1>It is common to perform thyroid function tests , assess B12 , rule out syphilis , rule out metabolic problems ( including tests for kidney function , electrolyte levels</ARG1> and <ARG0>for diabetes ) , assess levels of heavy metals ( e.g.</ARG0>",0,0,,1
altlex,altlex_dev.tsv,274,0,altlex_altlex_dev.tsv_274_0,"People who eat a healthy , Japanese or Mediterranean diet have a lower risk of AD , and a Mediterranean diet may improve outcomes in those with the disease .","<ARG1>People who eat a healthy , Japanese or Mediterranean diet have a lower risk of AD ,</ARG1> and <ARG0>a Mediterranean diet may improve outcomes in those with the disease .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,275,0,altlex_altlex_dev.tsv_275_0,Only donepezil is approved for treatment of advanced AD dementia .,<ARG1>Only donepezil is approved</ARG1> for <ARG0>treatment of advanced AD dementia .</ARG0>,0,0,,1
altlex,altlex_dev.tsv,276,0,altlex_altlex_dev.tsv_276_0,There is a lack of high quality data on the effectiveness of these techniques in other behaviour problems such as wandering .,<ARG1>There is a lack of high quality data on the effectiveness of these techniques in other behaviour problems</ARG1> such as <ARG0>wandering .</ARG0>,0,0,,1
altlex,altlex_dev.tsv,277,0,altlex_altlex_dev.tsv_277_0,"During the early and moderate stages , modifications to the living environment and lifestyle can increase patient safety and reduce caretaker burden .","<ARG1>During the early and moderate stages , modifications to the living environment</ARG1> and <ARG0>lifestyle can increase patient safety and reduce caretaker burden .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,278,0,altlex_altlex_dev.tsv_278_0,Incidence is the number of new cases per unit of person -- time at risk ( usually number of new cases per thousand person -- years ) ; while prevalence is the total number of cases of the disease in the population at any given time .,<ARG1>Incidence is the number</ARG1> of new <ARG0>cases per unit of person -- time at risk ( usually number of new cases per thousand person -- years ) ; while prevalence is the total number of cases of the disease in the population at any given time .</ARG0>,0,0,,1
altlex,altlex_dev.tsv,279,0,altlex_altlex_dev.tsv_279_0,"The disease was first described as a distinctive disease by Emil Kraepelin after suppressing some of the clinical ( delusions and hallucinations ) and pathological features ( arteriosclerotic changes ) contained in the original report of Auguste D . He included `` Alzheimer 's disease '' , also named `` presenile '' dementia by Kraepelin , as a subtype of `` senile dementia '' in the eighth edition of his `` Textbook of Psychiatry '' , published on 1910 .","<ARG1>The disease was first described as a distinctive disease by Emil Kraepelin after suppressing some of the clinical ( delusions and hallucinations )</ARG1> and <ARG0>pathological features ( arteriosclerotic changes ) contained in the original report of Auguste D . He included `` Alzheimer 's disease '' , also named `` presenile '' dementia by Kraepelin , as a subtype of `` senile dementia '' in the eighth edition of his `` Textbook of Psychiatry '' , published on 1910 .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,280,0,altlex_altlex_dev.tsv_280_0,"The greatest origin of costs for society is the long-term care by health care professionals and particularly institutionalisation , which corresponds to 2/3 of the total costs for society .","<ARG1>The greatest origin of costs for society is the long-term care by health care professionals</ARG1> and <ARG0>particularly institutionalisation , which corresponds to 2/3 of the total costs for society .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,281,0,altlex_altlex_dev.tsv_281_0,Cognitive behavioural therapy and the teaching of coping strategies either individually or in group have demonstrated their efficacy in improving caregivers ' psychological health .,<ARG1>Cognitive behavioural therapy</ARG1> and <ARG0>the teaching of coping strategies either individually or in group have demonstrated their efficacy in improving caregivers ' psychological health .</ARG0>,0,0,,1
altlex,altlex_dev.tsv,282,0,altlex_altlex_dev.tsv_282_0,Preliminary research on the effects of meditation on retrieving memory and cognitive functions have been encouraging .,<ARG1>Preliminary research on the effects of meditation on retrieving memory</ARG1> and <ARG0>cognitive functions have been encouraging .</ARG0>,0,0,,1
altlex,altlex_dev.tsv,283,0,altlex_altlex_dev.tsv_283_0,"Alzheimer 's disease was named after Alois Alzheimer , a German psychiatrist and neuropathologist who first described the disease after studying the case of a middle-aged woman , Auguste Deter , who was a patient at a hospital in Frankfurt , Germany in 1906 .","<ARG1>Alzheimer 's disease was named</ARG1> after <ARG0>Alois Alzheimer , a German psychiatrist and neuropathologist who first described the disease after studying the case of a middle-aged woman , Auguste Deter , who was a patient at a hospital in Frankfurt , Germany in 1906 .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,284,0,altlex_altlex_dev.tsv_284_0,CAA is found in 30 % of people over the age of 60 years who do not have any dementia but is found in 90 % -96 % of people with Alzheimer disease and is severe in one third to two thirds of these cases .,<ARG1>CAA is found in 30 % of people over the age of 60 years who do not have any dementia but is found in 90 % -96 % of people with Alzheimer disease</ARG1> and <ARG0>is severe in one third to two thirds of these cases .</ARG0>,0,0,,1
altlex,altlex_dev.tsv,285,0,altlex_altlex_dev.tsv_285_0,"In addition to handling memory the hippocampus is also involved in emotional responses , navigation ( getting around ) and spatial orientation ( knowing your sense of place as you move around Example : Knowing your way around your bedroom even with the lights off ) .","<ARG1>In addition to handling memory the hippocampus is also involved in emotional responses , navigation ( getting around ) and spatial orientation ( knowing your sense of place as you move around Example : Knowing your way around your bedroom</ARG1> even <ARG0>with the lights off ) .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,286,0,altlex_altlex_dev.tsv_286_0,"In people with mild memory complaints , our accuracy is barely better than chance , '' according to study researcher P. Murali Doraiswamy , MBBS , professor of psychiatry and medicine at Duke Medicine , `` Given that the definitive gold standard for diagnosing Alzheimer 's is autopsy , we need a better way to look into the brain . ''","<ARG1>In people with mild memory complaints , our accuracy is barely better than chance , '' according to study researcher P. Murali Doraiswamy , MBBS , professor of psychiatry and medicine at Duke Medicine , ``</ARG1> Given <ARG0>that the definitive gold standard for diagnosing Alzheimer 's is autopsy , we need a better way to look into the brain . ''</ARG0>",0,0,,1
altlex,altlex_dev.tsv,287,0,altlex_altlex_dev.tsv_287_0,Deter 's case - who was 55-years-old when she died - she had a form of what is now known as `` Early-onset Alzhiemer 's disease '' .,<ARG1>Deter 's case - who was 55-years-old</ARG1> when <ARG0>she died - she had a form of what is now known as `` Early-onset Alzhiemer 's disease '' .</ARG0>,0,0,,1
altlex,altlex_dev.tsv,288,0,altlex_altlex_dev.tsv_288_0,"In 1882 , this alliance was expanded to include Italy in what became the Triple Alliance .","<ARG1>In 1882 , this alliance was expanded to include Italy in what</ARG1> became <ARG0>the Triple Alliance .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,289,0,altlex_altlex_dev.tsv_289_0,"As a result , each nation strove to out-build the other in capital ships .","<ARG0>As a</ARG0> result <ARG1>, each nation strove to out-build the other in capital ships .</ARG1>",1,1,,1
altlex,altlex_dev.tsv,290,0,altlex_altlex_dev.tsv_290_0,"Russian political manoeuvring in the region destabilised peace accords , which were already fracturing in what was known as the `` powder keg of Europe '' .","<ARG1>Russian political manoeuvring in the region destabilised peace accords , which were</ARG1> already <ARG0>fracturing in what was known as the `` powder keg of Europe '' .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,291,0,altlex_altlex_dev.tsv_291_0,460 Serbs were sentenced to death and a predominantly Muslim special militia known as the `` Schutzkorps '' was established and carried out the persecution of Serbs .,<ARG1>460 Serbs were sentenced to death and a predominantly Muslim special militia known</ARG1> as <ARG0>the `` Schutzkorps '' was established and carried out the persecution of Serbs .</ARG0>,0,0,,1
altlex,altlex_dev.tsv,292,0,altlex_altlex_dev.tsv_292_0,Germany responded by mobilising its own reserves and implementing `` Aufmarsch II West '' .,<ARG1>Germany responded by mobilising its own reserves</ARG1> and <ARG0>implementing `` Aufmarsch II West '' .</ARG0>,0,0,,1
altlex,altlex_dev.tsv,293,0,altlex_altlex_dev.tsv_293_0,"As a result , Austria had to keep sizable forces on the Serbian front , weakening its efforts against Russia .","<ARG0>As a</ARG0> result <ARG1>, Austria had to keep sizable forces on the Serbian front , weakening its efforts against Russia .</ARG1>",1,1,,1
altlex,altlex_dev.tsv,294,0,altlex_altlex_dev.tsv_294_0,"But despite its unsuitability , and the availability of more sensible and decisive options , it retained a certain allure due to its offensive nature and the pessimism of pre-war thinking , which expected offensive operations to be short-lived , costly in casualties and unlikely to be decisive .","<ARG1>But despite its unsuitability , and the availability of more sensible and decisive options , it retained a certain allure</ARG1> due to <ARG0>its offensive nature and the pessimism of pre-war thinking , which expected offensive operations to be short-lived , costly in casualties and unlikely to be decisive .</ARG0>",1,1,,1
altlex,altlex_dev.tsv,294,1,altlex_altlex_dev.tsv_294_1,"But despite its unsuitability , and the availability of more sensible and decisive options , it retained a certain allure due to its offensive nature and the pessimism of pre-war thinking , which expected offensive operations to be short-lived , costly in casualties and unlikely to be decisive .","<ARG1>But despite its unsuitability , and the availability of more sensible and decisive options , it retained a certain allure due to its offensive nature and the pessimism of pre-war thinking , which expected offensive operations to be short-lived , costly in casualties</ARG1> and <ARG0>unlikely to be decisive .</ARG0>",1,0,,1
altlex,altlex_dev.tsv,295,0,altlex_altlex_dev.tsv_295_0,"The German colonial forces in German East Africa , led by Colonel Paul von Lettow-Vorbeck , fought a guerrilla warfare campaign during World War I and only surrendered two weeks after the armistice took effect in Europe .","<ARG1>The German colonial forces in German East Africa , led by Colonel Paul von Lettow-Vorbeck , fought a guerrilla warfare campaign during World War I</ARG1> and <ARG0>only surrendered two weeks after the armistice took effect in Europe .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,296,0,altlex_altlex_dev.tsv_296_0,"Indian political leaders from the Indian National Congress and other groups were eager to support the British war effort , since they believed that strong support for the war effort would further the cause of Indian Home Rule .","<ARG1>Indian political leaders from the Indian National Congress and other groups were eager to support the British war effort ,</ARG1> since <ARG0>they believed that strong support for the war effort would further the cause of Indian Home Rule .</ARG0>",1,1,,1
altlex,altlex_dev.tsv,297,0,altlex_altlex_dev.tsv_297_0,Both sides tried to break the stalemate using scientific and technological advances .,<ARG1>Both sides tried to break the stalemate using scientific</ARG1> and <ARG0>technological advances .</ARG0>,0,0,,1
altlex,altlex_dev.tsv,298,0,altlex_altlex_dev.tsv_298_0,"A smaller part of the Arras offensive , the capture of Vimy Ridge by the Canadian Corps , became highly significant to that country : the idea that Canada 's national identity was born out of the battle is an opinion widely held in military and general histories of Canada .","<ARG1>A smaller</ARG1> part of <ARG0>the Arras offensive , the capture of Vimy Ridge by the Canadian Corps , became highly significant to that country : the idea that Canada 's national identity was born out of the battle is an opinion widely held in military and general histories of Canada .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,299,0,altlex_altlex_dev.tsv_299_0,"Strategically , however , the British asserted their control of the sea , and the bulk of the German surface fleet remained confined to port for the duration of the war .","<ARG1>Strategically , however , the British asserted their control of the sea ,</ARG1> and <ARG0>the bulk of the German surface fleet remained confined to port for the duration of the war .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,300,0,altlex_altlex_dev.tsv_300_0,"Convoys slowed the flow of supplies , since ships had to wait as convoys were assembled .","<ARG1>Convoys slowed the flow of supplies ,</ARG1> since <ARG0>ships had to wait as convoys were assembled .</ARG0>",1,1,,1
altlex,altlex_dev.tsv,301,0,altlex_altlex_dev.tsv_301_0,The British and French opened overseas fronts with the Gallipoli ( 1915 ) and Mesopotamian campaigns ( 1914 ) .,<ARG1>The British and French opened overseas fronts with the Gallipoli ( 1915 )</ARG1> and <ARG0>Mesopotamian campaigns ( 1914 ) .</ARG0>,0,0,,1
altlex,altlex_dev.tsv,302,0,altlex_altlex_dev.tsv_302_0,"At the start of hostilities , Italy refused to commit troops , arguing that the Triple Alliance was defensive and that Austria-Hungary was an aggressor .","<ARG1>At the start of hostilities , Italy</ARG1> refused <ARG0>to commit troops , arguing that the Triple Alliance was defensive and that Austria-Hungary was an aggressor .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,303,0,altlex_altlex_dev.tsv_303_0,"Although a treaty was signed by the Romanian and the Bolshevik Russian governments following talks from 5 -- 9 March 1918 on the withdrawal of Romanian forces from Bessarabia within two months , on 27 March 1918 Romania attached Bessarabia to its territory , formally based on a resolution passed by the local assembly of that territory on its unification with Romania .","<ARG1>Although a treaty was signed by the Romanian</ARG1> and <ARG0>the Bolshevik Russian governments following talks from 5 -- 9 March 1918 on the withdrawal of Romanian forces from Bessarabia within two months , on 27 March 1918 Romania attached Bessarabia to its territory , formally based on a resolution passed by the local assembly of that territory on its unification with Romania .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,304,0,altlex_altlex_dev.tsv_304_0,This arrangement led to confusion and chaos both at the front and at home .,<ARG0>This arrangement</ARG0> led to <ARG1>confusion and chaos both at the front and at home .</ARG1>,1,1,,1
altlex,altlex_dev.tsv,305,0,altlex_altlex_dev.tsv_305_0,"Discontent and the weaknesses of the Provisional Government led to a rise in the popularity of the Bolshevik Party , led by Lenin , which demanded an immediate end to the war .","<ARG0>Discontent and the weaknesses of the Provisional Government</ARG0> led to <ARG1>a rise in the popularity of the Bolshevik Party , led by Lenin , which demanded an immediate end to the war .</ARG1>",1,1,,1
altlex,altlex_dev.tsv,306,0,altlex_altlex_dev.tsv_306_0,"The Allied powers led a small-scale invasion of Russia , partly to stop Germany from exploiting Russian resources , and to a lesser extent , to support the `` Whites '' ( as opposed to the `` Reds '' ) in the Russian Civil War .","<ARG1>The Allied powers led a small-scale invasion of Russia , partly to stop Germany from exploiting Russian resources ,</ARG1> and to <ARG0>a lesser extent , to support the `` Whites '' ( as opposed to the `` Reds '' ) in the Russian Civil War .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,307,0,altlex_altlex_dev.tsv_307_0,"They sought restoration of damages , the evacuation of occupied territories , reparations for France , Russia and Romania , and a recognition of the principle of nationalities .","<ARG1>They sought restoration of damages , the evacuation of occupied territories , reparations for France , Russia and Romania ,</ARG1> and <ARG0>a recognition of the principle of nationalities .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,308,0,altlex_altlex_dev.tsv_308_0,"The Central Powers knew that they could not win a protracted war , but they held high hopes for success based on a final quick offensive .","<ARG1>The Central Powers knew that they could not win a protracted war , but they held high hopes</ARG1> for <ARG0>success based on a final quick offensive .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,309,0,altlex_altlex_dev.tsv_309_0,"During March , most of the Egyptian Expeditionary Force 's British infantry and Yeomanry cavalry were sent to fight on the Western Front as a consequence of the Spring Offensive .","<ARG1>During March , most of the Egyptian Expeditionary Force 's British infantry and Yeomanry cavalry were sent to fight on the Western Front</ARG1> as a consequence of <ARG0>the Spring Offensive .</ARG0>",1,1,,1
altlex,altlex_dev.tsv,310,0,altlex_altlex_dev.tsv_310_0,"The Desert Mounted Corps rode through the break in the front line created by the infantry and , during virtually continuous operations by Australian Light Horse , British mounted Yeomanry , Indian Lancers and New Zealand Mounted Rifle brigades in the Jezreel Valley , they captured Nazareth , Afulah and Beisan , Jenin , along with Haifa on the Mediterranean coast and Daraa east of the Jordan River on the Hejaz railway .","<ARG1>The Desert Mounted Corps rode through the break in the front line</ARG1> created by <ARG0>the infantry and , during virtually continuous operations by Australian Light Horse , British mounted Yeomanry , Indian Lancers and New Zealand Mounted Rifle brigades in the Jezreel Valley , they captured Nazareth , Afulah and Beisan , Jenin , along with Haifa on the Mediterranean coast and Daraa east of the Jordan River on the Hejaz railway .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,311,0,altlex_altlex_dev.tsv_311_0,"The United States had a small army , but , after the passage of the Selective Service Act , it drafted 2.8 million men , and , by summer 1918 , was sending 10,000 fresh soldiers to France every day .","<ARG1>The United States had a small army , but , after the passage of the Selective Service Act , it drafted 2.8 million men ,</ARG1> and <ARG0>, by summer 1918 , was sending 10,000 fresh soldiers to France every day .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,312,0,altlex_altlex_dev.tsv_312_0,"AEF doctrine called for the use of frontal assaults , which had long since been discarded by British Empire and French commanders because of the large loss of life .","<ARG1>AEF doctrine called</ARG1> for <ARG0>the use of frontal assaults , which had long since been discarded by British Empire and French commanders because of the large loss of life .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,313,0,altlex_altlex_dev.tsv_313_0,"Operation Marne was launched on 15 July , in an attempt to encircle Reims and beginning the Second Battle of the Marne .","<ARG1>Operation Marne was launched on 15 July , in an attempt to encircle Reims</ARG1> and <ARG0>beginning the Second Battle of the Marne .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,314,0,altlex_altlex_dev.tsv_314_0,"Rather than continuing the Amiens battle past the point of initial success , as had been done so many times in the past , the Allies shifted their attention elsewhere .","<ARG1>Rather than continuing the Amiens battle past the point of initial success , as had been done so</ARG1> many <ARG0>times in the past , the Allies shifted their attention elsewhere .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,315,0,altlex_altlex_dev.tsv_315_0,"On 13 August , at Spa , Hindenburg , Ludendorff , the Chancellor , and Foreign Minister Hintz agreed that the war could not be ended militarily and , on the following day , the German Crown Council decided that victory in the field was now most improbable .","<ARG1>On 13 August , at Spa , Hindenburg , Ludendorff , the Chancellor , and Foreign Minister Hintz agreed that the war could</ARG1> not <ARG0>be ended militarily and , on the following day , the German Crown Council decided that victory in the field was now most improbable .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,316,0,altlex_altlex_dev.tsv_316_0,"Knowing the government of Prince Maximilian of Baden would veto any such action , Ludendorff decided not to inform him .","<ARG1>Knowing the government of Prince Maximilian of Baden would veto any such action , Ludendorff decided not to</ARG1> inform <ARG0>him .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,317,0,altlex_altlex_dev.tsv_317_0,"During the six hours between the signing of the armistice and its taking effect , opposing armies on the Western Front began to withdraw from their positions , but fighting continued along many areas of the front , as commanders wanted to capture territory before the war ended .","<ARG1>During the six hours between the signing of the armistice and its taking effect , opposing armies on the Western Front began to withdraw from their positions , but fighting continued along many areas of the front ,</ARG1> as <ARG0>commanders wanted to capture territory before the war ended .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,318,0,altlex_altlex_dev.tsv_318_0,"However , the negotiation of the latter treaty with the Ottoman Empire was followed by strife ( the Turkish War of Independence ) , and a final peace treaty between the Allied Powers and the country that would shortly become the Republic of Turkey was not signed until 24 July 1923 , at Lausanne .","<ARG1>However , the negotiation of the latter treaty with the Ottoman Empire was followed by strife ( the Turkish War of Independence ) ,</ARG1> and <ARG0>a final peace treaty between the Allied Powers and the country that would shortly become the Republic of Turkey was not signed until 24 July 1923 , at Lausanne .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,319,0,altlex_altlex_dev.tsv_319_0,The Central Powers had to acknowledge responsibility for `` all the loss and damage to which the Allied and Associated Governments and their nationals have been subjected as a consequence of the war imposed upon them by '' their aggression .,<ARG1>The Central Powers had to acknowledge responsibility for `` all the loss and damage to which the Allied and Associated Governments and their nationals have been subjected</ARG1> as a consequence of <ARG0>the war imposed upon them by '' their aggression .</ARG0>,1,1,,1
altlex,altlex_dev.tsv,320,0,altlex_altlex_dev.tsv_320_0,"Between 1920 and 1924 , 354,000 Hungarians fled former Hungarian territories attached to Romania , Czechoslovakia , and Yugoslavia .","<ARG1>Between 1920 and 1924 , 354,000 Hungarians fled former Hungarian territories attached to Romania , Czechoslovakia ,</ARG1> and <ARG0>Yugoslavia .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,321,0,altlex_altlex_dev.tsv_321_0,"After the Battle of Vimy Ridge , where the Canadian divisions fought together for the first time as a single corps , Canadians began to refer to theirs as a nation `` forged from fire '' .","<ARG1>After the Battle of Vimy Ridge , where the Canadian divisions fought together for the first time as a single corps , Canadians began to refer to theirs</ARG1> as <ARG0>a nation `` forged from fire '' .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,322,0,altlex_altlex_dev.tsv_322_0,"Australia received ₤ 5,571,720 war reparations , but the direct cost of the war to Australia had been ₤ 376,993,052 , and , by the mid-1930s , repatriation pensions , war gratuities , interest and sinking fund charges were ₤ 831,280,947 .","<ARG1>Australia received ₤ 5,571,720 war reparations , but the direct cost of the war to Australia had been ₤ 376,993,052 , and , by the mid-1930s , repatriation pensions , war gratuities , interest</ARG1> and <ARG0>sinking fund charges were ₤ 831,280,947 .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,323,0,altlex_altlex_dev.tsv_323_0,"The British had a 6 inch ( 152 mm ) howitzer , but it was so heavy it had to be hauled to the field in pieces and assembled .","<ARG1>The British had a 6 inch ( 152 mm ) howitzer , but it was so heavy it had to be hauled to the field in pieces</ARG1> and <ARG0>assembled .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,324,0,altlex_altlex_dev.tsv_324_0,"Another new weapon , the flamethrower , was first used by the German army and later adopted by other forces .","<ARG1>Another new weapon , the flamethrower , was first used by the German army and later adopted</ARG1> by other <ARG0>forces .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,325,0,altlex_altlex_dev.tsv_325_0,"The deaths of British merchant sailors and the seeming invulnerability of U-boats led to the development of depth charges ( 1916 ) , hydrophones ( passive sonar , 1917 ) , blimps , hunter-killer submarines ( HMS `` R-1 '' , 1917 ) , forward-throwing anti-submarine weapons , and dipping hydrophones ( the latter two both abandoned in 1918 ) .","<ARG0>The deaths of British merchant sailors and the seeming invulnerability of U-boats</ARG0> led to <ARG1>the development of depth charges ( 1916 ) , hydrophones ( passive sonar , 1917 ) , blimps , hunter-killer submarines ( HMS `` R-1 '' , 1917 ) , forward-throwing anti-submarine weapons , and dipping hydrophones ( the latter two both abandoned in 1918 ) .</ARG1>",1,1,,1
altlex,altlex_dev.tsv,326,0,altlex_altlex_dev.tsv_326_0,"At the time , parachutes were too heavy to be used by pilots of aircraft ( with their marginal power output ) , and smaller versions were not developed until the end of the war ; they were also opposed by the British leadership , who feared they might promote cowardice .","<ARG1>At the time , parachutes were too heavy to be</ARG1> used <ARG0>by pilots of aircraft ( with their marginal power output ) , and smaller versions were not developed until the end of the war ; they were also opposed by the British leadership , who feared they might promote cowardice .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,327,0,altlex_altlex_dev.tsv_327_0,"In early 1915 , a number of Armenians joined the Russian forces , and the Ottoman government used this as a pretext to issue the Tehcir Law ( Law on Deportation ) .","<ARG1>In early 1915 , a number of Armenians joined the Russian forces ,</ARG1> and <ARG0>the Ottoman government used this as a pretext to issue the Tehcir Law ( Law on Deportation ) .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,328,0,altlex_altlex_dev.tsv_328_0,"25 -- 31 % of Russian losses ( as a proportion of those captured , wounded , or killed ) were to prisoner status ; for Austria-Hungary 32 % , for Italy 26 % , for France 12 % , for Germany 9 % ; for Britain 7 % .","<ARG1>25 -- 31 % of Russian losses ( as a proportion of those captured , wounded , or killed ) were to prisoner status ; for Austria-Hungary 32 % , for Italy 26 % , for France 12 % ,</ARG1> for <ARG0>Germany 9 % ; for Britain 7 % .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,329,0,altlex_altlex_dev.tsv_329_0,Support and opposition to the war .,<ARG1>Support</ARG1> and <ARG0>opposition to the war .</ARG0>,0,0,,1
altlex,altlex_dev.tsv,330,0,altlex_altlex_dev.tsv_330_0,Benedict XV found his abilities and unique position as a religious emissary of peace ignored by the belligerent powers .,<ARG1>Benedict XV found his abilities and unique position</ARG1> as <ARG0>a religious emissary of peace ignored by the belligerent powers .</ARG0>,0,0,,1
altlex,altlex_dev.tsv,331,0,altlex_altlex_dev.tsv_331_0,"In 1917 , a series of French Army Mutinies led to dozens of soldiers being executed and many more imprisoned .","<ARG0>In 1917 , a series of French Army Mutinies</ARG0> led to <ARG1>dozens of soldiers being executed and many more imprisoned .</ARG1>",1,1,,1
altlex,altlex_dev.tsv,332,0,altlex_altlex_dev.tsv_332_0,"In Milan , in May 1917 , Bolshevik revolutionaries organised and engaged in rioting calling for an end to the war , and managed to close down factories and stop public transportation .","<ARG1>In Milan , in May 1917 , Bolshevik revolutionaries organised and engaged in rioting calling for an end to the war ,</ARG1> and <ARG0>managed to close down factories and stop public transportation .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,333,0,altlex_altlex_dev.tsv_333_0,Were the generals to blame for the high casualty rates ?,<ARG1>Were the generals to blame</ARG1> for <ARG0>the high casualty rates ?</ARG0>,0,0,,1
altlex,altlex_dev.tsv,334,0,altlex_altlex_dev.tsv_334_0,"{ Several historians like John Terraine , Niall Ferguson and Gary Sheffield have challenged these interpretations as partial and polemical views : These beliefs did not become widely shared because they offered the only accurate interpretation of wartime events .","<ARG1>{ Several historians like John Terraine , Niall Ferguson</ARG1> and <ARG0>Gary Sheffield have challenged these interpretations as partial and polemical views : These beliefs did not become widely shared because they offered the only accurate interpretation of wartime events .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,335,0,altlex_altlex_dev.tsv_335_0,"The social trauma caused by unprecedented rates of casualties manifested itself in different ways , which have been the subject of subsequent historical debate .","<ARG1>The social trauma</ARG1> caused by <ARG0>unprecedented rates of casualties manifested itself in different ways , which have been the subject of subsequent historical debate .</ARG0>",1,1,,1
altlex,altlex_dev.tsv,336,0,altlex_altlex_dev.tsv_336_0,"The shrinkage in GDP in Austria , Russia , France , and the Ottoman Empire ranged between 30 % to 40 % .","<ARG1>The shrinkage in GDP in Austria , Russia , France ,</ARG1> and <ARG0>the Ottoman Empire ranged between 30 % to 40 % .</ARG0>",0,0,,1
altlex,altlex_dev.tsv,337,0,altlex_altlex_dev.tsv_337_0,Article 231 of the Treaty of Versailles ( the so-called `` war guilt '' clause ) stated Germany accepted responsibility for `` all the loss and damage to which the Allied and Associated Governments and their nationals have been subjected as a consequence of the war imposed upon them by the aggression of Germany and her allies . `',<ARG1>Article 231 of the Treaty of Versailles ( the so-called `` war guilt '' clause ) stated Germany accepted responsibility for `` all the loss and damage to which the Allied and Associated Governments and their nationals have been subjected</ARG1> as a consequence of <ARG0>the war imposed upon them by the aggression of Germany and her allies . `'</ARG0>,1,1,,1
altlex,altlex_dev.tsv,338,0,altlex_altlex_dev.tsv_338_0,"It was worded as such to lay a legal basis for reparations , and the same clause was inserted , `` mutatis mutandis '' `` in the treaties with Austria and Hungary , neither of whom interpreted it as declaration of war guilt . ''","<ARG1>It was worded as</ARG1> such <ARG0>to lay a legal basis for reparations , and the same clause was inserted , `` mutatis mutandis '' `` in the treaties with Austria and Hungary , neither of whom interpreted it as declaration of war guilt . ''</ARG0>",0,0,,1
